timestamp,temperature,humidity
2020-12-18 16:09:00,83.8500,51.9200
2020-12-18 16:39:00,84.0600,52.3500
2020-12-18 17:09:00,83.9500,52.1400
2020-12-18 17:39:00,84.0000,52.6200
2020-12-18 18:09:00,85.8600,50.6100
2020-12-18 18:39:00,85.2200,51.5000
2020-12-18 19:09:00,84.8300,52.2600
2020-12-18 19:39:00,84.5200,52.3200
2020-12-18 20:09:00,84.3900,52.5000
2020-12-18 20:39:00,84.2300,52.1400
2020-12-18 21:09:00,83.9100,52.7200
2020-12-18 21:39:00,83.6900,52.5000
2020-12-18 22:09:00,83.1900,50.4000
2020-12-18 22:39:00,83.9500,52.2900
2020-12-18 23:09:00,82.6500,52.1700
2020-12-18 23:39:00,81.9400,52.4100
2020-12-19 00:09:00,83.4800,50.3400
2020-12-19 00:39:00,82.6300,52.6900
2020-12-19 01:09:00,82.2500,53.0500
2020-12-19 01:39:00,82.6500,52.7200
2020-12-19 02:09:00,82.4400,52.2300
2020-12-19 02:39:00,76.9400,57.5400
2020-12-19 03:09:00,74.5200,59.0000
2020-12-19 03:39:00,73.1300,61.0500
2020-12-19 04:09:00,72.0100,60.4400
2020-12-19 04:39:00,71.1100,61.2900
2020-12-19 05:09:00,70.3700,61.6300
2020-12-19 05:39:00,69.5800,62.1200
2020-12-19 06:09:00,69.5400,62.3900
2020-12-19 06:39:00,68.6400,63.0000
2020-12-19 07:09:00,67.9600,62.8200
2020-12-19 07:39:00,67.3200,63.5800
2020-12-19 08:09:00,66.8600,63.8500
2020-12-19 08:39:00,73.1000,58.3000
2020-12-19 09:09:00,74.7200,56.8400
2020-12-19 09:39:00,75.3700,56.0100
2020-12-19 10:09:00,75.9700,56.0100
2020-12-19 10:39:00,76.5900,53.6300
2020-12-19 11:09:00,81.8600,45.8800
2020-12-19 11:39:00,82.2500,46.5500
2020-12-19 12:09:00,82.0700,46.5200
2020-12-19 12:39:00,79.2500,50.2400
2020-12-19 13:09:00,79.2000,47.7100
2020-12-19 13:39:00,79.6000,44.6600
2020-12-19 14:09:00,80.1000,41.3300
2020-12-19 14:39:00,81.0100,41.0900
2020-12-19 15:09:00,81.5900,39.8100
2020-12-19 15:39:00,81.8400,39.0400
2020-12-19 16:09:00,81.9800,38.5900
2020-12-19 16:39:00,81.3600,41.4200
2020-12-19 17:09:00,81.0700,45.2700
2020-12-19 17:39:00,80.8400,47.1900
2020-12-19 18:09:00,81.3400,49.7900
2020-12-19 18:39:00,82.0700,51.5600
2020-12-19 19:09:00,82.6500,51.6500
2020-12-19 19:39:00,82.9400,52.2900
2020-12-19 20:09:00,82.9800,52.5300
2020-12-19 20:39:00,83.0000,52.6900
2020-12-19 21:09:00,82.9600,52.7500
2020-12-19 21:39:00,82.8100,53.0200
2020-12-19 22:09:00,82.6700,52.9300
2020-12-19 22:39:00,82.4000,53.2000
2020-12-19 23:09:00,82.2100,53.2300
2020-12-19 23:39:00,81.9800,53.2300
2020-12-20 00:09:00,81.7400,53.4200
2020-12-20 00:39:00,83.4000,50.2700
2020-12-20 01:09:00,82.8600,49.9700
2020-12-20 01:39:00,82.8100,47.3400
2020-12-20 02:09:00,83.3700,43.9600
2020-12-20 02:39:00,84.2500,43.4700
2020-12-20 03:09:00,83.5000,43.0100
2020-12-20 03:39:00,84.4300,41.3600
2020-12-20 04:09:00,84.2000,41.9100
2020-12-20 04:39:00,83.7700,41.4900
2020-12-20 05:09:00,85.0100,41.6700
2020-12-20 05:39:00,84.1600,41.5500
2020-12-20 06:09:00,83.7700,41.0300
2020-12-20 06:39:00,83.3300,41.1500
2020-12-20 07:09:00,82.7900,41.2700
2020-12-20 07:39:00,82.4800,41.1500
2020-12-20 08:09:00,82.1900,41.1800
2020-12-20 08:39:00,81.9200,41.2100
2020-12-20 09:09:00,79.2300,43.3800
2020-12-20 09:39:00,75.6400,53.5400
2020-12-20 10:09:00,74.4300,53.4800
2020-12-20 10:39:00,73.4400,55.9200
2020-12-20 11:09:00,72.6700,56.7700
2020-12-20 11:39:00,71.3600,57.0800
2020-12-20 12:09:00,70.6200,55.8900
2020-12-20 12:39:00,70.3900,57.2300
2020-12-20 13:09:00,74.9100,51.7100
2020-12-20 13:39:00,78.5600,44.5100
2020-12-20 14:09:00,80.0800,40.3600
2020-12-20 14:39:00,81.0700,40.0200
2020-12-20 15:09:00,81.9600,38.8300
2020-12-20 15:39:00,82.6900,41.1500
2020-12-20 16:09:00,83.3700,44.4800
2020-12-20 16:39:00,83.0000,45.6700
2020-12-20 17:09:00,85.0300,45.0600
2020-12-20 17:39:00,84.3300,47.9200
2020-12-20 18:09:00,84.9500,46.5200
2020-12-20 18:39:00,83.8300,51.0700
2020-12-20 19:09:00,83.1900,52.6900
2020-12-20 19:39:00,83.0600,52.5300
2020-12-20 20:09:00,83.1000,51.8900
2020-12-20 20:39:00,82.7300,52.9900
2020-12-20 21:09:00,82.6900,52.9300
2020-12-20 21:39:00,82.6300,51.9200
2020-12-20 22:09:00,82.3000,52.6900
2020-12-20 22:39:00,82.8600,49.6000
2020-12-20 23:09:00,82.9600,47.4700
2020-12-20 23:39:00,81.0500,48.0800
2020-12-21 00:09:00,81.1800,53.3300
2020-12-21 00:39:00,81.5300,51.6800
2020-12-21 01:09:00,81.5300,52.3800
2020-12-21 01:39:00,81.4200,51.6200
2020-12-21 02:09:00,81.3000,51.2800
2020-12-21 02:39:00,80.9100,52.5000
2020-12-21 03:09:00,78.9500,53.1400
2020-12-21 03:39:00,75.3500,57.3900
2020-12-21 04:09:00,73.8900,55.1900
2020-12-21 04:39:00,72.8300,58.5100
2020-12-21 05:09:00,72.3800,57.2000
2020-12-21 05:39:00,71.6900,58.6400
2020-12-21 06:09:00,71.0700,58.2100
2020-12-21 06:39:00,70.5700,58.2400
2020-12-21 07:09:00,69.9500,58.1800
2020-12-21 07:39:00,69.4300,59.6400
2020-12-21 08:09:00,69.0200,58.8800
2020-12-21 08:39:00,69.6800,57.6600
2020-12-21 09:09:00,72.9600,56.3500
2020-12-21 09:39:00,75.0500,53.0500
2020-12-21 10:09:00,79.0200,50.9800
2020-12-21 10:39:00,78.2500,53.0200
2020-12-21 11:09:00,78.2700,53.2000
2020-12-21 11:39:00,78.1200,54.3300
2020-12-21 12:09:00,78.6600,54.6400
2020-12-21 12:39:00,79.2500,52.7200
2020-12-21 13:09:00,79.7400,53.1700
2020-12-21 13:39:00,80.6100,50.3000
2020-12-21 14:09:00,81.3200,49.7900
2020-12-21 14:39:00,82.2700,49.4800
2020-12-21 15:09:00,82.7100,50.9500
2020-12-21 15:39:00,83.1900,51.9200
2020-12-21 16:09:00,84.3300,53.0500
2020-12-21 16:39:00,85.0800,51.1300
2020-12-21 17:09:00,85.4100,49.2400
2020-12-21 17:39:00,81.5900,44.1700
2020-12-21 18:09:00,80.3500,47.4700
2020-12-21 18:39:00,81.4900,53.0500
2020-12-21 19:09:00,82.2700,51.8000
2020-12-21 19:39:00,82.2700,52.3500
2020-12-21 20:09:00,82.1500,53.0500
2020-12-21 20:39:00,82.0500,52.5600
2020-12-21 21:09:00,82.1100,51.3100
2020-12-21 21:39:00,81.6900,52.4100
2020-12-21 22:09:00,81.4900,51.6500
2020-12-21 22:39:00,81.0900,52.1700
2020-12-21 23:09:00,80.7400,52.0700
2020-12-21 23:39:00,80.8600,50.6100
2020-12-22 00:09:00,80.0800,51.8000
2020-12-22 00:39:00,79.6200,52.0400
2020-12-22 01:09:00,79.4900,51.8900
2020-12-22 01:39:00,77.8600,52.7500
2020-12-22 02:09:00,74.5200,56.0100
2020-12-22 02:39:00,73.1700,56.8100
2020-12-22 03:09:00,72.1100,57.3200
2020-12-22 03:39:00,71.2400,57.9000
2020-12-22 04:09:00,70.3900,57.5100
2020-12-22 04:39:00,69.4700,58.5100
2020-12-22 05:09:00,69.0400,57.3500
2020-12-22 05:39:00,68.3900,58.4800
2020-12-22 06:09:00,68.5600,56.6500
2020-12-22 06:39:00,68.8700,58.9400
2020-12-22 07:09:00,67.5900,59.0000
2020-12-22 07:39:00,66.7400,59.0600
2020-12-22 08:09:00,68.2300,56.5600
2020-12-22 08:39:00,67.5900,59.1600
2020-12-22 09:09:00,71.5100,54.3900
2020-12-22 09:39:00,76.5900,51.7100
2020-12-22 10:09:00,75.5500,53.3000
2020-12-22 10:39:00,75.9300,53.4800
2020-12-22 11:09:00,76.3600,53.9100
2020-12-22 11:39:00,76.5700,54.3900
2020-12-22 12:09:00,77.0700,53.5700
2020-12-22 12:39:00,77.6900,52.8700
2020-12-22 13:09:00,78.4000,53.3600
2020-12-22 13:39:00,79.1200,53.1400
2020-12-22 14:09:00,80.0100,51.6200
2020-12-22 14:39:00,80.3900,53.0800
2020-12-22 15:09:00,81.2600,52.1700
2020-12-22 15:39:00,81.7400,52.1700
2020-12-22 16:09:00,82.0100,53.3600
2020-12-22 16:39:00,82.3000,52.3500
2020-12-22 17:09:00,82.7700,51.8600
2020-12-22 17:39:00,82.9000,51.8600
2020-12-22 18:09:00,82.7500,51.1000
2020-12-22 18:39:00,82.9200,50.6100
2020-12-22 19:09:00,82.9800,50.4000
2020-12-22 19:39:00,82.9000,50.2700
2020-12-22 20:09:00,82.8600,50.4000
2020-12-22 20:39:00,82.8300,50.4300
2020-12-22 21:09:00,82.7700,50.4900
2020-12-22 21:39:00,82.6900,50.2100
2020-12-22 22:09:00,82.5900,50.4300
2020-12-22 22:39:00,82.5600,50.1500
2020-12-22 23:09:00,84.7800,46.6700
2020-12-22 23:39:00,82.5900,49.6900
2020-12-23 00:09:00,82.8300,50.1800
2020-12-23 00:39:00,82.8800,50.2400
2020-12-23 01:09:00,82.6300,50.1800
2020-12-23 01:39:00,83.3500,50.4900
2020-12-23 02:09:00,82.9600,50.7000
2020-12-23 02:39:00,81.7300,51.4300
2020-12-23 03:09:00,77.9600,54.9700
2020-12-23 03:39:00,76.4400,54.8200
2020-12-23 04:09:00,74.7900,55.5800
2020-12-23 04:39:00,74.0000,56.7100
2020-12-23 05:09:00,74.5200,55.4600
2020-12-23 05:39:00,74.5100,56.3800
2020-12-23 06:09:00,73.5200,56.7100
2020-12-23 06:39:00,72.0300,57.7200
2020-12-23 07:09:00,71.0100,58.6700
2020-12-23 07:39:00,70.2000,58.6700
2020-12-23 08:09:00,72.7900,54.4900
2020-12-23 08:39:00,74.5100,52.9600
2020-12-23 09:09:00,75.2600,53.0800
2020-12-23 09:39:00,76.0700,52.5600
2020-12-23 10:09:00,76.5900,53.0200
2020-12-23 10:39:00,77.0300,52.2300
2020-12-23 11:09:00,77.3200,52.2300
2020-12-23 11:39:00,77.7900,52.0100
2020-12-23 12:09:00,78.2700,52.7200
2020-12-23 12:39:00,79.0000,52.9600
2020-12-23 13:09:00,79.5100,52.4100
2020-12-23 13:39:00,80.0500,52.0700
2020-12-23 14:09:00,80.4500,51.3100
2020-12-23 14:39:00,80.0100,51.1300
2020-12-23 15:09:00,83.2900,47.5000
2020-12-23 15:39:00,82.1500,50.6700
2020-12-23 16:09:00,82.2300,51.0100
2020-12-23 16:39:00,82.3800,50.7000
2020-12-23 17:09:00,82.2100,51.5000
2020-12-23 17:39:00,84.2200,48.0200
